year,statefip,incwage,rentgrs,foodstmp,age,sex,marst,race,hispan,labforce,school
2012,indiana,999999,0,no,12,male,never married/single,white,not hispanic,n/a,"yes, in school"
2012,arkansas,0,0,no,61,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2012,new york,999999,0,yes,6,female,never married/single,white,not hispanic,n/a,"yes, in school"
2012,florida,42000,0,no,43,male,divorced,white,other,"yes, in the labor force","no, not in school"
2012,alaska,16600,0,no,49,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2012,washington,34000,0,no,56,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2012,illinois,999999,0,no,15,female,never married/single,white,not hispanic,n/a,"yes, in school"
2012,district of columbia,0,0,yes,18,male,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","yes, in school"
2012,california,0,0,no,48,female,"married, spouse present",other asian or pacific islander,not hispanic,"no, not in the labor force","no, not in school"
2012,texas,0,0,no,17,male,never married/single,white,mexican,"no, not in the labor force","yes, in school"
2012,michigan,0,0,yes,69,male,"married, spouse present",other asian or pacific islander,not hispanic,"no, not in the labor force","no, not in school"
2012,alabama,999999,1182,yes,14,female,never married/single,white,not hispanic,n/a,"yes, in school"
2012,pennsylvania,0,0,no,60,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2012,virginia,14500,0,no,61,female,widowed,white,not hispanic,"yes, in the labor force","no, not in school"
2012,maryland,112000,1520,no,34,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","yes, in school"
2012,colorado,0,0,no,42,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2012,virginia,9100,0,no,50,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2012,michigan,0,0,yes,76,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2012,california,0,1850,no,18,female,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2012,new jersey,0,1980,no,85,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2012,hawaii,55000,0,no,66,male,"married, spouse present",other asian or pacific islander,other,"yes, in the labor force","no, not in school"
2012,indiana,0,0,no,74,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2012,new york,40000,0,no,42,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2012,new york,34000,0,no,46,female,divorced,two major races,not hispanic,"yes, in the labor force","no, not in school"
2012,virginia,999999,1106,no,2,male,never married/single,white,not hispanic,n/a,n/a
2012,south carolina,999999,1120,yes,1,male,never married/single,black/african american/negro,not hispanic,n/a,n/a
2012,colorado,0,0,no,63,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2012,texas,0,0,no,34,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2012,iowa,0,0,no,21,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2012,massachusetts,27000,0,no,23,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2012,ohio,6000,730,yes,34,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2012,california,0,0,no,93,female,widowed,japanese,not hispanic,"no, not in the labor force","no, not in school"
2012,texas,999999,0,no,1,female,never married/single,white,not hispanic,n/a,n/a
2012,missouri,25000,0,no,63,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2012,illinois,6000,0,no,55,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2012,texas,0,0,no,38,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2012,florida,0,828,yes,64,female,separated,white,not hispanic,"no, not in the labor force","no, not in school"
2012,arizona,999999,0,no,1,female,never married/single,white,other,n/a,n/a
2012,new york,22300,0,no,25,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","yes, in school"
2012,new york,999999,0,no,8,male,never married/single,other asian or pacific islander,not hispanic,n/a,"yes, in school"
2012,texas,999999,0,no,11,male,never married/single,white,mexican,n/a,"yes, in school"
2012,connecticut,12000,0,no,23,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2012,tennessee,999999,0,yes,15,male,never married/single,white,not hispanic,n/a,"yes, in school"
2012,michigan,999999,0,yes,8,female,never married/single,white,not hispanic,n/a,"yes, in school"
2012,california,0,960,no,17,female,never married/single,chinese,not hispanic,"no, not in the labor force","yes, in school"
2012,new york,0,0,no,64,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2012,california,0,2584,no,42,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2012,new york,60000,0,no,51,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2012,georgia,42000,0,no,49,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2012,ohio,40000,0,yes,49,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2012,south carolina,30000,830,no,35,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2012,michigan,999999,950,yes,9,male,never married/single,white,not hispanic,n/a,"yes, in school"
2012,california,36900,0,no,45,male,divorced,white,mexican,"yes, in the labor force","no, not in school"
2013,florida,0,0,no,54,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,wisconsin,30000,0,no,41,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,alabama,38000,1342,no,45,female,divorced,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,california,0,0,no,35,male,never married/single,japanese,not hispanic,"no, not in the labor force","no, not in school"
2013,georgia,20000,0,no,24,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","yes, in school"
2013,minnesota,0,0,no,66,female,"married, spouse present",two major races,not hispanic,"no, not in the labor force","no, not in school"
2013,missouri,999999,0,no,8,male,never married/single,white,not hispanic,n/a,"yes, in school"
2013,california,8000,0,no,25,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2013,california,14000,0,no,64,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,minnesota,0,0,no,75,male,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2013,texas,999999,0,no,8,male,never married/single,white,mexican,n/a,"yes, in school"
2013,florida,0,1190,no,67,male,widowed,japanese,not hispanic,"no, not in the labor force","no, not in school"
2013,ohio,0,350,yes,44,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,texas,60000,1215,no,26,male,never married/single,two major races,not hispanic,"yes, in the labor force","no, not in school"
2013,oregon,4500,0,no,65,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,florida,999999,0,no,14,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,rhode island,1200,1101,yes,24,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,massachusetts,999999,0,no,11,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,illinois,0,0,no,37,female,"married, spouse present",white,mexican,"no, not in the labor force","no, not in school"
2013,colorado,999999,0,no,6,female,never married/single,other asian or pacific islander,mexican,n/a,"yes, in school"
2013,minnesota,0,0,no,66,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,illinois,50000,0,no,79,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,california,12000,1770,no,57,male,"married, spouse present",white,mexican,"yes, in the labor force","no, not in school"
2013,kentucky,55000,0,no,30,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,colorado,65000,0,no,62,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,california,49500,0,no,66,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,ohio,26000,1067,no,32,male,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","yes, in school"
2013,new york,0,0,no,72,female,"married, spouse absent",black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,texas,0,738,no,41,female,never married/single,white,other,"no, not in the labor force","no, not in school"
2013,texas,999999,0,no,6,male,never married/single,white,not hispanic,n/a,"yes, in school"
2013,north carolina,999999,0,no,7,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,minnesota,32000,0,no,50,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,kansas,1200,0,no,39,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,georgia,102000,0,no,47,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,florida,30000,0,no,46,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,tennessee,0,0,no,86,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2013,pennsylvania,80000,0,no,27,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,texas,999999,1350,yes,2,male,never married/single,white,not hispanic,n/a,n/a
2013,indiana,22000,0,no,41,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,georgia,0,0,no,67,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,iowa,0,0,no,95,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2013,montana,65000,0,no,41,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,new jersey,0,0,no,70,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,new york,999999,1070,yes,7,female,never married/single,"other race, nec",puerto rican,n/a,"yes, in school"
2013,pennsylvania,0,0,no,71,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,new jersey,115000,0,no,54,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,florida,33000,1240,no,54,male,"married, spouse present",other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2013,florida,999999,860,yes,8,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,florida,20600,1093,no,47,female,"married, spouse present",white,other,"yes, in the labor force","no, not in school"
2013,colorado,62000,0,no,56,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,texas,0,0,no,16,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2013,vermont,0,0,no,40,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,new york,0,0,no,59,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,illinois,5000,0,no,23,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2013,texas,80000,1201,no,29,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,washington,35000,2073,no,35,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,wisconsin,40000,0,no,51,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,new york,80000,0,no,43,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,california,30000,2162,no,24,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,florida,0,0,no,84,male,"married, spouse present",black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,new york,0,0,no,78,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,texas,999999,0,yes,15,female,never married/single,"other race, nec",mexican,n/a,"yes, in school"
2013,new york,67000,0,no,44,male,separated,white,not hispanic,"yes, in the labor force","no, not in school"
2013,north carolina,0,0,no,18,female,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2013,kentucky,999999,0,no,10,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,georgia,48000,0,no,50,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,minnesota,23000,1767,no,40,male,"married, spouse present",white,mexican,"yes, in the labor force","no, not in school"
2013,pennsylvania,68000,0,no,51,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,pennsylvania,0,900,no,82,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2013,florida,0,690,no,24,female,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2013,georgia,50000,0,no,30,male,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,north carolina,5200,0,no,20,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2013,wisconsin,60000,0,no,51,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,kansas,800,1000,yes,18,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","yes, in school"
2013,georgia,0,0,no,71,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,new mexico,0,0,no,21,male,never married/single,chinese,not hispanic,"no, not in the labor force","yes, in school"
2013,illinois,0,0,no,80,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,california,0,0,no,41,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,louisiana,15000,0,no,55,female,"married, spouse absent",white,not hispanic,"yes, in the labor force","no, not in school"
2013,ohio,41000,0,no,37,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,california,110000,0,no,45,female,"married, spouse present",chinese,not hispanic,"yes, in the labor force","no, not in school"
2013,illinois,170000,0,yes,50,male,divorced,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,ohio,999999,669,yes,12,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,massachusetts,25000,0,no,66,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,louisiana,999999,0,no,2,male,never married/single,two major races,not hispanic,n/a,n/a
2013,texas,0,0,no,34,male,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,new york,84000,0,no,43,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,maryland,20000,0,no,62,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,california,999999,0,no,1,female,never married/single,three or more major races,not hispanic,n/a,n/a
2013,nevada,0,0,no,72,female,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2013,arkansas,999999,0,no,7,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,virginia,0,2919,no,31,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,texas,999999,900,no,7,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,florida,999999,0,no,9,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,indiana,43000,0,no,45,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,florida,0,0,yes,18,male,never married/single,other asian or pacific islander,not hispanic,"no, not in the labor force","no, not in school"
2013,florida,0,1370,no,23,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,alabama,0,423,yes,22,male,separated,white,not hispanic,"no, not in the labor force","no, not in school"
2013,texas,0,0,no,75,male,"married, spouse present",white,mexican,"no, not in the labor force","no, not in school"
2013,maryland,999999,0,no,14,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,ohio,0,650,yes,52,female,"married, spouse present",other asian or pacific islander,not hispanic,"no, not in the labor force","no, not in school"
2013,west virginia,0,0,no,83,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2013,nevada,0,1050,no,37,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2013,illinois,4200,0,no,20,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2013,arizona,999999,0,no,12,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,georgia,0,0,no,65,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,illinois,999999,0,no,14,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,texas,29000,0,no,26,male,never married/single,two major races,not hispanic,"yes, in the labor force","no, not in school"
2013,virginia,40000,1151,no,51,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,illinois,999999,1010,yes,11,male,never married/single,white,mexican,n/a,"yes, in school"
2013,missouri,8000,0,yes,58,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,pennsylvania,83000,0,no,31,female,"married, spouse present",white,not hispanic,"yes, in the labor force","yes, in school"
2013,massachusetts,95000,1153,no,36,female,never married/single,other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2013,new hampshire,0,800,no,71,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2013,north carolina,999999,0,yes,11,male,never married/single,"other race, nec",mexican,n/a,"yes, in school"
2013,florida,39100,0,no,46,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,new york,999999,0,no,14,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,new york,0,0,no,81,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2013,new york,36000,0,no,43,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2013,florida,0,0,no,39,female,"married, spouse present",other asian or pacific islander,not hispanic,"no, not in the labor force","no, not in school"
2013,rhode island,35000,0,no,51,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,michigan,40000,0,no,43,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,florida,0,0,no,56,female,"married, spouse present",black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,georgia,20000,0,no,22,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,illinois,44500,0,no,41,female,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,georgia,0,0,yes,20,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,michigan,1000,0,no,17,female,never married/single,white,mexican,"yes, in the labor force","yes, in school"
2013,new york,0,0,yes,49,male,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,north carolina,999999,1000,no,4,female,never married/single,white,other,n/a,"no, not in school"
2013,new mexico,10300,0,no,25,male,never married/single,white,mexican,"no, not in the labor force","no, not in school"
2013,new york,100000,0,no,67,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,ohio,24000,0,no,44,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,missouri,0,0,no,68,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,texas,20000,1085,yes,22,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,kansas,999999,0,no,7,male,never married/single,white,not hispanic,n/a,"yes, in school"
2013,texas,999999,0,no,1,male,never married/single,white,puerto rican,n/a,n/a
2013,florida,0,1960,no,50,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,south dakota,10800,0,no,52,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,michigan,4700,0,no,19,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2013,california,6800,0,no,27,female,never married/single,white,mexican,"yes, in the labor force","no, not in school"
2013,ohio,5000,0,no,18,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2013,oklahoma,0,0,yes,69,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,minnesota,50000,0,no,55,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,new york,999999,1630,yes,12,female,never married/single,"other race, nec",other,n/a,"yes, in school"
2013,illinois,104000,0,no,59,female,"married, spouse absent",white,not hispanic,"yes, in the labor force","no, not in school"
2013,massachusetts,61000,0,no,63,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,nevada,15000,0,no,45,male,divorced,other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2013,illinois,999999,0,no,11,female,never married/single,two major races,not hispanic,n/a,"yes, in school"
2013,michigan,0,0,no,72,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,florida,0,0,no,25,female,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","yes, in school"
2013,alabama,50000,0,no,42,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,florida,0,0,no,38,female,"married, spouse present",white,cuban,"no, not in the labor force","no, not in school"
2013,florida,32000,1390,yes,39,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2013,michigan,0,0,no,61,male,"married, spouse absent",white,not hispanic,"no, not in the labor force","no, not in school"
2013,north carolina,8000,0,yes,58,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,south carolina,36000,0,no,50,female,divorced,"other race, nec",mexican,"yes, in the labor force","no, not in school"
2013,new jersey,0,0,no,39,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,ohio,999999,0,yes,11,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,new york,5000,1110,yes,37,female,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,pennsylvania,38900,0,no,59,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,washington,11000,1020,no,24,male,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,north carolina,48000,0,no,27,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,missouri,0,0,no,75,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,arizona,0,500,yes,44,female,"married, spouse absent",white,mexican,"yes, in the labor force","no, not in school"
2013,georgia,999999,750,yes,5,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,florida,45000,0,no,68,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,georgia,999999,1236,no,6,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,florida,0,0,no,68,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2013,kansas,60000,460,no,21,male,never married/single,black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,missouri,0,0,no,82,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2013,maryland,72000,0,no,50,female,"married, spouse present",other asian or pacific islander,not hispanic,"yes, in the labor force","no, not in school"
2013,maryland,999999,0,no,12,female,never married/single,other asian or pacific islander,not hispanic,n/a,"yes, in school"
2013,new york,0,0,yes,56,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,virginia,38000,0,no,55,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,wisconsin,0,0,no,58,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,california,0,0,no,57,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,tennessee,42000,0,no,53,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,maryland,34000,0,no,52,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,new jersey,86000,0,no,29,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,ohio,42000,0,no,52,female,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,new jersey,0,0,no,52,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2013,new york,999999,0,no,4,female,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,florida,999999,0,no,15,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,california,180000,0,no,49,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,pennsylvania,0,0,no,49,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,illinois,999999,0,no,10,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,oregon,30000,790,no,54,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,alabama,36000,0,no,37,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,south carolina,50000,0,no,47,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,kentucky,0,858,yes,45,female,"married, spouse present","other race, nec",mexican,"no, not in the labor force","no, not in school"
2013,mississippi,0,460,yes,73,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,pennsylvania,25000,0,no,52,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,missouri,999999,930,no,14,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,rhode island,0,0,yes,73,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2013,kentucky,25400,0,no,31,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,virginia,0,0,no,66,female,widowed,white,not hispanic,"no, not in the labor force","no, not in school"
2013,north carolina,999999,888,yes,9,female,never married/single,two major races,not hispanic,n/a,"yes, in school"
2013,arizona,45000,0,no,44,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,michigan,2000,0,no,20,male,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2013,illinois,50000,0,no,63,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,connecticut,28000,1560,no,38,male,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,west virginia,190,833,yes,31,male,never married/single,white,not hispanic,"no, not in the labor force","no, not in school"
2013,texas,999999,850,yes,4,male,never married/single,white,other,n/a,"no, not in school"
2013,florida,0,0,no,18,male,never married/single,white,not hispanic,"no, not in the labor force","yes, in school"
2013,oklahoma,999999,0,yes,10,male,never married/single,white,not hispanic,n/a,"yes, in school"
2013,new mexico,0,0,no,77,male,widowed,american indian or alaska native,not hispanic,"yes, in the labor force","no, not in school"
2013,virginia,52000,1310,no,20,male,never married/single,white,other,"yes, in the labor force","no, not in school"
2013,alabama,999999,0,no,7,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,arizona,0,0,no,38,female,"married, spouse present","other race, nec",mexican,"no, not in the labor force","no, not in school"
2013,florida,0,0,yes,32,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,california,40000,980,no,41,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,maryland,0,370,yes,79,male,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,florida,1000,0,no,69,female,"married, spouse present",white,not hispanic,"no, not in the labor force","yes, in school"
2013,new jersey,999999,0,no,6,male,never married/single,black/african american/negro,not hispanic,n/a,"yes, in school"
2013,illinois,26000,0,no,66,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,tennessee,32000,0,no,35,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,west virginia,22000,0,no,59,female,"married, spouse present",white,not hispanic,"yes, in the labor force","no, not in school"
2013,massachusetts,0,770,yes,65,female,divorced,white,not hispanic,"no, not in the labor force","no, not in school"
2013,florida,0,0,yes,36,female,never married/single,white,puerto rican,"no, not in the labor force","no, not in school"
2013,pennsylvania,0,0,no,75,female,"married, spouse present",white,not hispanic,"no, not in the labor force","no, not in school"
2013,colorado,0,650,no,28,male,never married/single,"other race, nec",other,"no, not in the labor force","yes, in school"
2013,north carolina,800,0,yes,20,female,never married/single,black/african american/negro,not hispanic,"no, not in the labor force","yes, in school"
2013,new york,0,1250,yes,87,female,widowed,black/african american/negro,not hispanic,"no, not in the labor force","no, not in school"
2013,florida,140000,0,no,63,male,"married, spouse present",white,puerto rican,"no, not in the labor force","no, not in school"
2013,georgia,999999,0,no,6,female,never married/single,white,not hispanic,n/a,"yes, in school"
2013,utah,4000,1350,no,25,female,never married/single,white,not hispanic,"yes, in the labor force","yes, in school"
2013,georgia,50000,0,no,38,male,divorced,white,not hispanic,"yes, in the labor force","no, not in school"
2013,texas,30000,0,no,57,male,"married, spouse present",white,mexican,"yes, in the labor force","no, not in school"
2013,new york,22500,1230,no,36,female,never married/single,white,not hispanic,"yes, in the labor force","no, not in school"
2013,california,100000,800,no,37,male,"married, spouse present",black/african american/negro,not hispanic,"yes, in the labor force","no, not in school"
2013,texas,0,0,no,19,male,never married/single,"other race, nec",mexican,"no, not in the labor force","no, not in school"
2013,california,999999,700,no,13,male,never married/single,white,mexican,n/a,"yes, in school"
